	AfumigatusA1163.aa	AfumigatusAf293.aa	CneoformansH99.aa	Foxysporum4287.aa	Moryzae70-15.aa	NcrassaOR74A.aa	Spombe972h.aa	Umaydis521.aa	YlipolyticaCLIB122.aa
OG0010977			CNAG_03842-t26_1-p1						
OG0010978			CNAG_03847-t26_1-p1						
OG0010979			CNAG_03848-t26_1-p1						
OG0010980			CNAG_03848-t26_2-p1						
OG0010981			CNAG_03852-t26_1-p1						
OG0010982			CNAG_03857-t26_1-p1						
OG0010983			CNAG_03858-t26_1-p1						
OG0010984			CNAG_03867-t26_1-p1						
OG0010985			CNAG_03883-t26_1-p1						
OG0010986			CNAG_03883-t26_2-p1						
OG0010987			CNAG_03884-t26_1-p1						
OG0010988			CNAG_03889-t26_1-p1						
OG0010989			CNAG_03896-t26_1-p1						
OG0010990			CNAG_03930-t26_1-p1						
OG0010991			CNAG_03934-t26_1-p1						
OG0010992			CNAG_03946-t26_1-p1						
OG0010993			CNAG_03971-t26_1-p1						
OG0010994			CNAG_03972-t26_1-p1						
OG0010995			CNAG_03976-t26_1-p1						
OG0010996			CNAG_03977-t26_1-p1						
OG0010997			CNAG_03978-t26_1-p1						
OG0010998			CNAG_03980-t26_1-p1						
OG0010999			CNAG_03980-t26_2-p1						
OG0011000			CNAG_03990-t26_1-p1						
OG0011001			CNAG_03997-t26_1-p1						
OG0011002			CNAG_04006-t26_1-p1						
OG0011003			CNAG_04007-t26_1-p1						
OG0011004			CNAG_04008-t26_1-p1						
OG0011005			CNAG_04015-t26_1-p1						
OG0011006			CNAG_04027-t26_1-p1						
OG0011007			CNAG_04029-t26_1-p1						
OG0011008			CNAG_04030-t26_1-p1						
OG0011009			CNAG_04030-t26_2-p1						
OG0011010			CNAG_04034-t26_1-p1						
OG0011011			CNAG_04036-t26_1-p1						
OG0011012			CNAG_04042-t26_1-p1						
OG0011013			CNAG_04045-t26_1-p1						
OG0011014			CNAG_04049-t26_1-p1						
OG0011015			CNAG_04059-t26_1-p1						
OG0011016			CNAG_04067-t26_1-p1						
OG0011017			CNAG_04076-t26_1-p1						
OG0011018			CNAG_04077-t26_1-p1						
OG0011019			CNAG_04081-t26_1-p1						
OG0011020			CNAG_04084-t26_1-p1						
OG0011021			CNAG_04085-t26_1-p1						
OG0011022			CNAG_04085-t26_2-p1						
OG0011023			CNAG_04086-t26_1-p1						
OG0011024			CNAG_04091-t26_1-p1						
OG0011025			CNAG_04094-t26_1-p1						
OG0011026			CNAG_04099-t26_1-p1						
OG0011027			CNAG_06703-t26_1-p1						
OG0011028			CNAG_06704-t26_1-p1						
OG0011029			CNAG_06705-t26_1-p1						
OG0011030			CNAG_06706-t26_1-p1						
OG0011031			CNAG_06707-t26_1-p1						
OG0011032			CNAG_06715-t26_1-p1						
OG0011033			CNAG_06718-t26_1-p1						
OG0011034			CNAG_06727-t26_1-p1						
OG0011035			CNAG_06727-t26_2-p1						
OG0011036			CNAG_06727-t26_3-p1						
OG0011037			CNAG_06731-t26_1-p1						
OG0011038			CNAG_06749-t26_1-p1						
OG0011039			CNAG_06757-t26_1-p1						
OG0011040			CNAG_06757-t26_2-p1						
OG0011041			CNAG_06757-t26_3-p1						
OG0011042			CNAG_06775-t26_1-p1						
OG0011043			CNAG_06780-t26_1-p1						
OG0011044			CNAG_06781-t26_1-p1						
OG0011045			CNAG_06784-t26_1-p1						
OG0011046			CNAG_06784-t26_2-p1						
OG0011047			CNAG_06786-t26_1-p1						
OG0011048			CNAG_06794-t26_1-p1						
OG0011049			CNAG_06797-t26_1-p1						
OG0011050			CNAG_06802-t26_1-p1						
OG0011051			CNAG_07076-t26_1-p1						
OG0011052			CNAG_07459-t26_1-p1						
OG0011053			CNAG_07461-t26_1-p1						
OG0011054			CNAG_07462-t26_1-p1						
OG0011055			CNAG_07466-t26_1-p1						
OG0011056			CNAG_07466-t26_2-p1						
OG0011057			CNAG_07466-t26_3-p1						
OG0011058			CNAG_07471-t26_1-p1						
OG0011059			CNAG_07472-t26_1-p1						
OG0011060			CNAG_07475-t26_1-p1						
OG0011061			CNAG_07477-t26_1-p1						
OG0011062			CNAG_07477-t26_2-p1						
OG0011063			CNAG_07479-t26_1-p1						
OG0011064			CNAG_07480-t26_1-p1						
OG0011065			CNAG_07481-t26_1-p1						
OG0011066			CNAG_07489-t26_1-p1						
OG0011067			CNAG_07490-t26_1-p1						
OG0011068			CNAG_07492-t26_1-p1						
OG0011069			CNAG_07493-t26_1-p1						
OG0011070			CNAG_07962-t26_1-p1						
OG0011071			CNAG_07963-t26_1-p1						
OG0011072			CNAG_02567-t26_1-p1						
OG0011073			CNAG_02570-t26_1-p1						
OG0011074			CNAG_02572-t26_1-p1						
OG0011075			CNAG_02573-t26_1-p1						
OG0011076			CNAG_02579-t26_1-p1						
OG0011077			CNAG_02579-t26_2-p1						
OG0011078			CNAG_02581-t26_1-p1						
OG0011079			CNAG_02582-t26_1-p1						
OG0011080			CNAG_02589-t26_1-p1						
OG0011081			CNAG_02596-t26_1-p1						
OG0011082			CNAG_02606-t26_1-p1						
OG0011083			CNAG_02659-t26_1-p1						
OG0011084			CNAG_02659-t26_2-p1						
OG0011085			CNAG_02665-t26_1-p1						
OG0011086			CNAG_02665-t26_2-p1						
OG0011087			CNAG_02683-t26_1-p1						
OG0011088			CNAG_02684-t26_1-p1						
OG0011089			CNAG_02687-t26_1-p1						
OG0011090			CNAG_02688-t26_1-p1						
OG0011091			CNAG_02691-t26_1-p1						
OG0011092			CNAG_02699-t26_1-p1						
OG0011093			CNAG_02701-t26_1-p1						
OG0011094			CNAG_02704-t26_1-p1						
OG0011095			CNAG_02705-t26_1-p1						
OG0011096			CNAG_02705-t26_2-p1						
OG0011097			CNAG_02705-t26_3-p1						
OG0011098			CNAG_02706-t26_1-p1						
OG0011099			CNAG_02707-t26_1-p1						
OG0011100			CNAG_02711-t26_1-p1						
OG0011101			CNAG_02713-t26_1-p1						
OG0011102			CNAG_02718-t26_1-p1						
OG0011103			CNAG_02720-t26_1-p1						
OG0011104			CNAG_02722-t26_1-p1						
OG0011105			CNAG_02734-t26_1-p1						
OG0011106			CNAG_02735-t26_1-p1						
OG0011107			CNAG_02737-t26_1-p1						
OG0011108			CNAG_02744-t26_1-p1						
OG0011109			CNAG_02750-t26_1-p1						
OG0011110			CNAG_02750-t26_2-p1						
OG0011111			CNAG_02750-t26_3-p1						
OG0011112			CNAG_02759-t26_1-p1						
OG0011113			CNAG_02766-t26_1-p1						
OG0011114			CNAG_02776-t26_1-p1						
OG0011115			CNAG_02797-t26_1-p1						
OG0011116			CNAG_02800-t26_1-p1						
OG0011117			CNAG_02803-t26_1-p1						
OG0011118			CNAG_02821-t26_1-p1						
OG0011119			CNAG_02822-t26_1-p1						
OG0011120			CNAG_02828-t26_1-p1						
OG0011121			CNAG_02849-t26_1-p1						
OG0011122			CNAG_02863-t26_1-p1						
OG0011123			CNAG_02864-t26_1-p1						
OG0011124			CNAG_02865-t26_1-p1						
OG0011125			CNAG_02865-t26_2-p1						
OG0011126			CNAG_02872-t26_1-p1						
OG0011127			CNAG_02882-t26_1-p1						
OG0011128			CNAG_02885-t26_1-p1						
OG0011129			CNAG_02899-t26_1-p1						
OG0011130			CNAG_02902-t26_1-p1						
OG0011131			CNAG_02910-t26_1-p1						
OG0011132			CNAG_02913-t26_1-p1						
OG0011133			CNAG_02919-t26_1-p1						
OG0011134			CNAG_02921-t26_1-p1						
OG0011135			CNAG_02926-t26_1-p1						
OG0011136			CNAG_02931-t26_1-p1						
OG0011137			CNAG_02932-t26_1-p1						
OG0011138			CNAG_02934-t26_1-p1						
OG0011139			CNAG_02934-t26_2-p1						
OG0011140			CNAG_02975-t26_1-p1						
OG0011141			CNAG_02979-t26_1-p1						
OG0011142			CNAG_02987-t26_1-p1						
OG0011143			CNAG_02999-t26_1-p1						
OG0011144			CNAG_03002-t26_1-p1						
OG0011145			CNAG_03006-t26_1-p1						
OG0011146			CNAG_03008-t26_1-p1						
OG0011147			CNAG_03012-t26_1-p1						
OG0011148			CNAG_03021-t26_1-p1						
OG0011149			CNAG_03028-t26_1-p1						
OG0011150			CNAG_03031-t26_1-p1						
OG0011151			CNAG_03036-t26_1-p1						
OG0011152			CNAG_03040-t26_1-p1						
OG0011153			CNAG_03040-t26_2-p1						
OG0011154			CNAG_03043-t26_1-p1						
OG0011155			CNAG_03043-t26_2-p1						
OG0011156			CNAG_03043-t26_3-p1						
OG0011157			CNAG_03045-t26_1-p1						
OG0011158			CNAG_03056-t26_1-p1						
OG0011159			CNAG_03057-t26_1-p1						
OG0011160			CNAG_03071-t26_1-p1						
OG0011161			CNAG_03076-t26_1-p1						
OG0011162			CNAG_03077-t26_1-p1						
OG0011163			CNAG_03081-t26_1-p1						
OG0011164			CNAG_03083-t26_1-p1						
OG0011165			CNAG_06882-t26_1-p1						
OG0011166			CNAG_06893-t26_1-p1						
OG0011167			CNAG_06894-t26_1-p1						
OG0011168			CNAG_06895-t26_1-p1						
OG0011169			CNAG_06897-t26_1-p1						
OG0011170			CNAG_06904-t26_1-p1						
OG0011171			CNAG_06907-t26_1-p1						
OG0011172			CNAG_06907-t26_2-p1						
OG0011173			CNAG_06911-t26_1-p1						
OG0011174			CNAG_06915-t26_1-p1						
OG0011175			CNAG_06918-t26_1-p1						
OG0011176			CNAG_06921-t26_1-p1						
OG0011177			CNAG_06927-t26_1-p1						
OG0011178			CNAG_06973-t26_1-p1						
OG0011179			CNAG_06984-t26_1-p1						
OG0011180			CNAG_07497-t26_1-p1						
OG0011181			CNAG_07505-t26_1-p1						
OG0011182			CNAG_07505-t26_2-p1						
OG0011183			CNAG_07508-t26_1-p1						
OG0011184			CNAG_07512-t26_1-p1						
OG0011185			CNAG_07515-t26_1-p1						
OG0011186			CNAG_07516-t26_1-p1						
OG0011187			CNAG_07517-t26_1-p1						
OG0011188			CNAG_07521-t26_1-p1						
OG0011189			CNAG_07523-t26_1-p1						
OG0011190			CNAG_07525-t26_1-p1						
OG0011191			CNAG_07526-t26_1-p1						
OG0011192			CNAG_07533-t26_1-p1						
OG0011193			CNAG_07540-t26_1-p1						
OG0011194			CNAG_07542-t26_1-p1						
OG0011195			CNAG_07555-t26_1-p1						
OG0011196			CNAG_07555-t26_2-p1						
OG0011197			CNAG_07556-t26_1-p1						
OG0011198			CNAG_07557-t26_1-p1						
OG0011199			CNAG_07560-t26_1-p1						
OG0011200			CNAG_07567-t26_1-p1						
OG0011201			CNAG_07574-t26_1-p1						
OG0011202			CNAG_07575-t26_1-p1						
OG0011203			CNAG_07575-t26_2-p1						
OG0011204			CNAG_07576-t26_1-p1						
OG0011205			CNAG_07577-t26_1-p1						
OG0011206			CNAG_07578-t26_1-p1						
OG0011207			CNAG_07584-t26_1-p1						
OG0011208			CNAG_07969-t26_1-p1						
OG0011209			CNAG_07971-t26_1-p1						
OG0011210			CNAG_07971-t26_2-p1						
OG0011211			CNAG_07972-t26_1-p1						
OG0011212			CNAG_04932-t26_1-p1						
OG0011213			CNAG_04933-t26_1-p1						
OG0011214			CNAG_04933-t26_2-p1						
OG0011215			CNAG_04933-t26_3-p1						
OG0011216			CNAG_04938-t26_1-p1						
OG0011217			CNAG_04938-t26_2-p1						
OG0011218			CNAG_04945-t26_1-p1						
OG0011219			CNAG_04949-t26_1-p1						
OG0011220			CNAG_04954-t26_1-p1						
OG0011221			CNAG_04956-t26_1-p1						
OG0011222			CNAG_04975-t26_1-p1						
OG0011223			CNAG_04979-t26_1-p1						
OG0011224			CNAG_04991-t26_1-p1						
OG0011225			CNAG_04998-t26_1-p1						
OG0011226			CNAG_05002-t26_1-p1						
OG0011227			CNAG_05006-t26_1-p1						
OG0011228			CNAG_05010-t26_1-p1						
OG0011229			CNAG_05012-t26_1-p1						
OG0011230			CNAG_05016-t26_1-p1						
OG0011231			CNAG_05022-t26_1-p1						
OG0011232			CNAG_05032-t26_1-p1						
OG0011233			CNAG_05033-t26_1-p1						
OG0011234			CNAG_05034-t26_1-p1						
OG0011235			CNAG_05036-t26_1-p1						
OG0011236			CNAG_05037-t26_1-p1						
OG0011237			CNAG_05038-t26_1-p1						
OG0011238			CNAG_05040-t26_1-p1						
OG0011239			CNAG_05045-t26_1-p1						
OG0011240			CNAG_05046-t26_1-p1						
OG0011241			CNAG_05053-t26_1-p1						
OG0011242			CNAG_05057-t26_1-p1						
OG0011243			CNAG_05057-t26_2-p1						
OG0011244			CNAG_05061-t26_1-p1						
OG0011245			CNAG_05061-t26_2-p1						
OG0011246			CNAG_05064-t26_1-p1						
OG0011247			CNAG_05065-t26_1-p1						
OG0011248			CNAG_05066-t26_1-p1						
OG0011249			CNAG_05067-t26_1-p1						
OG0011250			CNAG_05071-t26_1-p1						
OG0011251			CNAG_05076-t26_1-p1						
OG0011252			CNAG_05079-t26_1-p1						
OG0011253			CNAG_05089-t26_1-p1						
OG0011254			CNAG_05089-t26_2-p1						
OG0011255			CNAG_05092-t26_1-p1						
OG0011256			CNAG_05099-t26_1-p1						
OG0011257			CNAG_05104-t26_1-p1						
OG0011258			CNAG_05104-t26_2-p1						
OG0011259			CNAG_05111-t26_1-p1						
OG0011260			CNAG_05118-t26_1-p1						
OG0011261			CNAG_05121-t26_1-p1						
OG0011262			CNAG_05123-t26_1-p1						
OG0011263			CNAG_05129-t26_1-p1						
OG0011264			CNAG_05147-t26_1-p1						
OG0011265			CNAG_05156-t26_1-p1						
OG0011266			CNAG_05156-t26_2-p1						
OG0011267			CNAG_05157-t26_1-p1						
OG0011268			CNAG_05158-t26_1-p1						
OG0011269			CNAG_05158-t26_2-p1						
OG0011270			CNAG_05159-t26_1-p1						
OG0011271			CNAG_05159-t26_2-p1						
OG0011272			CNAG_05160-t26_1-p1						
OG0011273			CNAG_05161-t26_1-p1						
OG0011274			CNAG_05161-t26_2-p1						
OG0011275			CNAG_05167-t26_1-p1						
OG0011276			CNAG_05180-t26_1-p1						
OG0011277			CNAG_05183-t26_1-p1						
OG0011278			CNAG_05185-t26_1-p1						
OG0011279			CNAG_05185-t26_2-p1						
OG0011280			CNAG_05192-t26_1-p1						
OG0011281			CNAG_05212-t26_1-p1						
OG0011282			CNAG_05220-t26_1-p1						
OG0011283			CNAG_05224-t26_1-p1						
OG0011284			CNAG_05238-t26_1-p1						
OG0011285			CNAG_05238-t26_2-p1						
OG0011286			CNAG_05244-t26_1-p1						
OG0011287			CNAG_05245-t26_1-p1						
OG0011288			CNAG_05251-t26_1-p1						
OG0011289			CNAG_05259-t26_1-p1						
OG0011290			CNAG_05259-t26_2-p1						
OG0011291			CNAG_05261-t26_1-p1						
OG0011292			CNAG_05266-t26_2-p1						
OG0011293			CNAG_05272-t26_1-p1						
OG0011294			CNAG_05272-t26_2-p1						
OG0011295			CNAG_05278-t26_1-p1						
OG0011296			CNAG_05278-t26_2-p1						
OG0011297			CNAG_05279-t26_1-p1						
OG0011298			CNAG_05281-t26_1-p1						
OG0011299			CNAG_05281-t26_2-p1						
OG0011300			CNAG_05284-t26_1-p1						
OG0011301			CNAG_05289-t26_1-p1						
OG0011302			CNAG_05291-t26_1-p1						
OG0011303			CNAG_05295-t26_1-p1						
OG0011304			CNAG_05298-t26_1-p1						
OG0011305			CNAG_05298-t26_2-p1						
OG0011306			CNAG_05304-t26_1-p1						
OG0011307			CNAG_05304-t26_2-p1						
OG0011308			CNAG_05304-t26_3-p1						
OG0011309			CNAG_05305-t26_1-p1						
OG0011310			CNAG_05313-t26_1-p1						
OG0011311			CNAG_05313-t26_2-p1						
OG0011312			CNAG_05313-t26_3-p1						
OG0011313			CNAG_05313-t26_4-p1						
OG0011314			CNAG_05313-t26_5-p1						
OG0011315			CNAG_05327-t26_1-p1						
OG0011316			CNAG_05331-t26_1-p1						
OG0011317			CNAG_07276-t26_1-p1						
OG0011318			CNAG_07792-t26_1-p1						
OG0011319			CNAG_07793-t26_1-p1						
OG0011320			CNAG_07795-t26_1-p1						
OG0011321			CNAG_07798-t26_1-p1						
OG0011322			CNAG_07803-t26_1-p1						
OG0011323			CNAG_07809-t26_1-p1						
OG0011324			CNAG_07811-t26_1-p1						
OG0011325			CNAG_07815-t26_1-p1						
OG0011326			CNAG_07816-t26_1-p1						
OG0011327			CNAG_07817-t26_1-p1						
OG0011328			CNAG_07823-t26_1-p1						
OG0011329			CNAG_07826-t26_1-p1						
OG0011330			CNAG_07827-t26_1-p1						
OG0011331			CNAG_07829-t26_1-p1						
OG0011332			CNAG_07831-t26_1-p1						
OG0011333			CNAG_07835-t26_1-p1						
OG0011334			CNAG_07973-t26_1-p1						
OG0011335			CNAG_07973-t26_2-p1						
OG0011336			CNAG_07974-t26_1-p1						
OG0011337			CNAG_07975-t26_1-p1						
OG0011338			CNAG_00860-t26_1-p1						
OG0011339			CNAG_00865-t26_1-p1						
OG0011340			CNAG_00866-t26_1-p1						
OG0011341			CNAG_00866-t26_2-p1						
OG0011342			CNAG_00867-t26_1-p1						
OG0011343			CNAG_00867-t26_2-p1						
OG0011344			CNAG_00867-t26_3-p1						
OG0011345			CNAG_00868-t26_1-p1						
OG0011346			CNAG_00870-t26_1-p1						
OG0011347			CNAG_00870-t26_2-p1						
OG0011348			CNAG_00870-t26_3-p1						
OG0011349			CNAG_00878-t26_1-p1						
OG0011350			CNAG_00883-t26_1-p1						
OG0011351			CNAG_00885-t26_1-p1						
OG0011352			CNAG_00887-t26_1-p1						
OG0011353			CNAG_00889-t26_1-p1						
OG0011354			CNAG_00889-t26_2-p1						
OG0011355			CNAG_00890-t26_1-p1						
OG0011356			CNAG_00903-t26_1-p1						
OG0011357			CNAG_00903-t26_2-p1						
OG0011358			CNAG_00903-t26_3-p1						
OG0011359			CNAG_00907-t26_1-p1						
OG0011360			CNAG_00907-t26_2-p1						
OG0011361			CNAG_00908-t26_1-p1						
OG0011362			CNAG_00915-t26_1-p1						
OG0011363			CNAG_00915-t26_2-p1						
OG0011364			CNAG_00922-t26_1-p1						
OG0011365			CNAG_00924-t26_1-p1						
OG0011366			CNAG_00925-t26_1-p1						
OG0011367			CNAG_00925-t26_2-p1						
OG0011368			CNAG_00937-t26_1-p1						
OG0011369			CNAG_00937-t26_2-p1						
OG0011370			CNAG_00937-t26_3-p1						
OG0011371			CNAG_00938-t26_1-p1						
OG0011372			CNAG_00941-t26_1-p1						
OG0011373			CNAG_00964-t26_1-p1						
OG0011374			CNAG_00967-t26_1-p1						
OG0011375			CNAG_00969-t26_1-p1						
OG0011376			CNAG_00975-t26_1-p1						
OG0011377			CNAG_00980-t26_1-p1						
OG0011378			CNAG_00981-t26_1-p1						
OG0011379			CNAG_01001-t26_1-p1						
OG0011380			CNAG_01004-t26_1-p1						
OG0011381			CNAG_01004-t26_2-p1						
OG0011382			CNAG_01004-t26_3-p1						
OG0011383			CNAG_01009-t26_1-p1						
OG0011384			CNAG_01009-t26_2-p1						
OG0011385			CNAG_01011-t26_1-p1						
OG0011386			CNAG_01012-t26_1-p1						
OG0011387			CNAG_01030-t26_1-p1						
OG0011388			CNAG_01030-t26_2-p1						
OG0011389			CNAG_01031-t26_1-p1						
OG0011390			CNAG_01034-t26_1-p1						
OG0011391			CNAG_01041-t26_1-p1						
OG0011392			CNAG_01042-t26_1-p1						
OG0011393			CNAG_01047-t26_1-p1						
OG0011394			CNAG_01048-t26_1-p1						
OG0011395			CNAG_01048-t26_2-p1						
OG0011396			CNAG_01052-t26_1-p1						
OG0011397			CNAG_01064-t26_1-p1						
OG0011398			CNAG_01065-t26_1-p1						
OG0011399			CNAG_01065-t26_2-p1						
OG0011400			CNAG_01073-t26_1-p1						
OG0011401			CNAG_01073-t26_2-p1						
OG0011402			CNAG_01084-t26_1-p1						
OG0011403			CNAG_01085-t26_1-p1						
OG0011404			CNAG_01086-t26_1-p1						
OG0011405			CNAG_01092-t26_1-p1						
OG0011406			CNAG_01093-t26_1-p1						
OG0011407			CNAG_01109-t26_1-p1						
OG0011408			CNAG_01113-t26_1-p1						
OG0011409			CNAG_01121-t26_1-p1						
OG0011410			CNAG_01125-t26_1-p1						
OG0011411			CNAG_01131-t26_1-p1						
OG0011412			CNAG_01139-t26_1-p1						
OG0011413			CNAG_01154-t26_1-p1						
OG0011414			CNAG_01171-t26_1-p1						
OG0011415			CNAG_01178-t26_1-p1						
OG0011416			CNAG_01193-t26_1-p1						
OG0011417			CNAG_01193-t26_2-p1						
OG0011418			CNAG_01194-t26_1-p1						
OG0011419			CNAG_01210-t26_1-p1						
OG0011420			CNAG_01212-t26_1-p1						
OG0011421			CNAG_01215-t26_1-p1						
OG0011422			CNAG_01237-t26_1-p1						
OG0011423			CNAG_01240-t26_1-p1						
OG0011424			CNAG_01244-t26_1-p1						
OG0011425			CNAG_01244-t26_2-p1						
OG0011426			CNAG_01245-t26_1-p1						
OG0011427			CNAG_01246-t26_1-p1						
OG0011428			CNAG_01246-t26_2-p1						
OG0011429			CNAG_01246-t26_3-p1						
OG0011430			CNAG_01249-t26_1-p1						
OG0011431			CNAG_01255-t26_1-p1						
OG0011432			CNAG_01268-t26_1-p1						
OG0011433			CNAG_01268-t26_2-p1						
OG0011434			CNAG_01270-t26_1-p1						
OG0011435			CNAG_01272-t26_1-p1						
OG0011436			CNAG_01275-t26_1-p1						
OG0011437			CNAG_01277-t26_1-p1						
OG0011438			CNAG_01281-t26_1-p1						
OG0011439			CNAG_01286-t26_1-p1						
OG0011440			CNAG_01286-t26_2-p1						
OG0011441			CNAG_01290-t26_1-p1						
OG0011442			CNAG_01293-t26_1-p1						
OG0011443			CNAG_01295-t26_1-p1						
OG0011444			CNAG_01295-t26_2-p1						
OG0011445			CNAG_01303-t26_1-p1						
OG0011446			CNAG_01303-t26_2-p1						
OG0011447			CNAG_01306-t26_2-p1						
OG0011448			CNAG_01313-t26_1-p1						
OG0011449			CNAG_01335-t26_1-p1						
OG0011450			CNAG_01336-t26_1-p1						
OG0011451			CNAG_01336-t26_2-p1						
OG0011452			CNAG_01349-t26_1-p1						
OG0011453			CNAG_01353-t26_1-p1						
OG0011454			CNAG_01356-t26_1-p1						
OG0011455			CNAG_01358-t26_1-p1						
OG0011456			CNAG_01365-t26_1-p1						
OG0011457			CNAG_01368-t26_1-p1						
OG0011458			CNAG_01368-t26_2-p1						
OG0011459			CNAG_01369-t26_1-p1						
OG0011460			CNAG_01369-t26_2-p1						
OG0011461			CNAG_01379-t26_1-p1						
OG0011462			CNAG_01383-t26_1-p1						
OG0011463			CNAG_01386-t26_1-p1						
OG0011464			CNAG_01387-t26_1-p1						
OG0011465			CNAG_01388-t26_1-p1						
OG0011466			CNAG_01392-t26_1-p1						
OG0011467			CNAG_01401-t26_1-p1						
OG0011468			CNAG_01405-t26_1-p1						
OG0011469			CNAG_01406-t26_1-p1						
OG0011470			CNAG_01411-t26_1-p1						
OG0011471			CNAG_01420-t26_1-p1						
OG0011472			CNAG_01425-t26_1-p1						
OG0011473			CNAG_01431-t26_1-p1						
OG0011474			CNAG_01441-t26_1-p1						
OG0011475			CNAG_01441-t26_2-p1						
OG0011476			CNAG_01443-t26_1-p1						
OG0011477			CNAG_01452-t26_1-p1						
OG0011478			CNAG_01456-t26_1-p1						
OG0011479			CNAG_01456-t26_2-p1						
OG0011480			CNAG_06805-t26_1-p1						
OG0011481			CNAG_06810-t26_1-p1						
OG0011482			CNAG_06823-t26_1-p1						
OG0011483			CNAG_06827-t26_1-p1						
OG0011484			CNAG_06827-t26_2-p1						
OG0011485			CNAG_06831-t26_1-p1						
OG0011486			CNAG_06831-t26_2-p1						
OG0011487			CNAG_06833-t26_1-p1						
OG0011488			CNAG_06846-t26_1-p1						
OG0011489			CNAG_06853-t26_1-p1						
OG0011490			CNAG_06853-t26_2-p1						
OG0011491			CNAG_06853-t26_3-p1						
OG0011492			CNAG_06854-t26_1-p1						
OG0011493			CNAG_06863-t26_1-p1						
OG0011494			CNAG_06864-t26_1-p1						
OG0011495			CNAG_06864-t26_2-p1						
OG0011496			CNAG_06868-t26_1-p1						
OG0011497			CNAG_06874-t26_1-p1						
OG0011498			CNAG_07093-t26_1-p1						
OG0011499			CNAG_07395-t26_1-p1						
OG0011500			CNAG_07396-t26_1-p1						
OG0011501			CNAG_07399-t26_1-p1						
OG0011502			CNAG_07401-t26_1-p1						
OG0011503			CNAG_07404-t26_1-p1						
OG0011504			CNAG_07405-t26_1-p1						
OG0011505			CNAG_07405-t26_2-p1						
OG0011506			CNAG_07406-t26_1-p1						
OG0011507			CNAG_07407-t26_1-p1						
OG0011508			CNAG_07412-t26_1-p1						
OG0011509			CNAG_07417-t26_1-p1						
OG0011510			CNAG_07419-t26_1-p1						
